source_record_id,refund_id,order_id,refund_reason,refund_requested_ts,refund_approved_ts,refund_status,refund_amount_inr,refund_channel,source_system
REFREC007755,QBF007755,QBO0105425,service_quality,2026-03-17T15:18:00,2026-03-19T05:35:00,APPROVED,264.36,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007756,QBF007756,QBO0031949,service_quality,2026-03-31T00:34:00,2026-04-01T16:52:00,APPROVED,84.7,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007757,QBF007757,QBO0123302,late_delivery,2026-01-01T08:25:00,2026-01-03T03:05:00,APPROVED,453.0,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007758,QBF007758,QBO0062883,late_delivery,2026-03-27T03:39:00,2026-03-27T20:48:00,REJECTED,67.52,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007759,QBF007759,QBO0128139,service_quality,2026-02-06T09:21:00,2026-02-09T09:05:00,REJECTED,141.77,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007760,QBF007760,QBO0019916,missing_item,2026-03-24T00:14:00,2026-03-25T09:00:00,APPROVED,193.37,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007761,QBF007761,QBO0076812,late_delivery,2026-02-11T21:41:00,2026-02-13T14:30:00,APPROVED,116.26,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007762,QBF007762,QBO0118813,service_quality,2026-02-19T23:19:00,2026-02-21T17:13:00,APPROVED,135.95,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007763,QBF007763,QBO0012955,service_quality,2026-03-27T21:52:00,,REQUESTED,289.78,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007764,QBF007764,QBO0093393,late_delivery,2026-03-22T01:20:00,2026-03-24T17:59:00,APPROVED,230.72,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007765,QBF007765,QBO0037262,restaurant_cancelled,2026-03-26T13:57:00,2026-03-27T12:56:00,APPROVED,189.52,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007766,QBF007766,QBO0149387,missing_item,2026-01-08T08:12:00,2026-01-09T00:21:00,APPROVED,91.23,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007767,QBF007767,QBO0055417,rider_unavailable,2026-03-28T02:18:00,2026-03-30T00:29:00,APPROVED,82.21,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007768,QBF007768,QBO0079305,missing_item,2026-03-30T19:14:00,2026-03-31T01:34:00,APPROVED,72.75,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007769,QBF007769,QBO0104371,service_quality,2026-01-02T10:33:00,2026-01-04T18:27:00,REJECTED,51.76,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007770,QBF007770,QBO0056380,late_delivery,2026-02-18T20:31:00,2026-02-20T12:41:00,APPROVED,147.71,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007771,QBF007771,QBO0048763,late_delivery,2026-03-10T18:59:00,,REQUESTED,274.08,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007772,QBF007772,QBO0073466,missing_item,2026-03-08T03:58:00,2026-03-09T06:12:00,REJECTED,329.12,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007773,QBF007773,QBO0144430,missing_item,2026-02-10T20:09:00,2026-02-10T20:58:00,APPROVED,364.92,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007774,QBF007774,QBO0084667,order_cancelled,2026-02-12T22:28:00,2026-02-15T15:46:00,REJECTED,219.3,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007775,QBF007775,QBO0023222,rider_unavailable,2026-01-17T00:17:00,2026-01-18T03:39:00,APPROVED,305.44,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007776,QBF007776,QBO0022338,missing_item,2026-03-20T03:43:00,2026-03-20T08:30:00,APPROVED,76.57,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007777,QBF007777,QBO0022918,service_quality,2026-03-19T05:01:00,2026-03-19T17:05:00,APPROVED,67.09,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007778,QBF007778,QBO0022954,late_delivery,2026-03-13T13:33:00,2026-03-15T06:29:00,REJECTED,92.15,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007779,QBF007779,QBO0104306,late_delivery,2026-03-13T19:22:00,2026-03-16T03:15:00,APPROVED,118.94,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007780,QBF007780,QBO0121089,late_delivery,2026-02-15T00:16:00,2026-02-17T22:46:00,APPROVED,225.28,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007781,QBF007781,QBO0056989,missing_item,2026-03-22T04:33:00,2026-03-23T19:02:00,APPROVED,392.41,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007782,QBF007782,QBO0093018,late_delivery,2026-03-19T21:30:00,2026-03-20T16:17:00,APPROVED,252.33,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007783,QBF007783,QBO0129434,missing_item,2026-03-21T19:22:00,2026-03-22T17:17:00,APPROVED,236.15,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007784,QBF007784,QBO0064520,late_delivery,2026-03-19T10:10:00,2026-03-20T05:07:00,APPROVED,76.32,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007785,QBF007785,QBO0112568,late_delivery,2026-02-03T04:01:00,2026-02-04T16:30:00,APPROVED,265.77,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007786,QBF007786,QBO0024047,missing_item,2026-01-06T20:07:00,,REQUESTED,179.61,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007787,QBF007787,QBO0124505,service_quality,2026-03-09T18:22:00,,REQUESTED,122.42,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007788,QBF007788,QBO0070193,missing_item,2026-03-30T11:17:00,2026-04-02T00:04:00,APPROVED,320.71,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007789,QBF007789,QBO0083119,service_quality,2026-01-19T16:51:00,,REQUESTED,108.44,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007790,QBF007790,QBO0011740,order_cancelled,2026-02-17T11:44:00,2026-02-18T19:27:00,APPROVED,339.39,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007791,QBF002137,QBO0082383,service_quality,2026-03-14T04:48:00,2026-03-15T18:29:00,APPROVED,154.05,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007792,QBF007792,QBO0101480,missing_item,2026-01-21T03:41:00,2026-01-21T19:28:00,APPROVED,134.18,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007793,QBF007793,QBO0101438,missing_item,2026-01-31T23:58:00,2026-02-02T05:40:00,REJECTED,105.73,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007794,QBF007794,QBO0100627,late_delivery,2026-01-25T02:14:00,2026-01-27T20:00:00,REJECTED,38.63,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007795,QBF007795,QBO0101088,missing_item,2026-04-01T04:21:00,2026-04-01T22:55:00,APPROVED,211.21,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007796,QBF007796,QBO0104019,missing_item,2026-03-06T10:35:00,2026-03-08T04:56:00,APPROVED,130.89,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007797,QBF007797,QBO0038836,missing_item,2026-02-23T16:45:00,2026-02-24T19:38:00,APPROVED,292.55,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007798,QBF007798,QBO0006405,missing_item,2026-03-22T10:52:00,2026-03-25T05:39:00,APPROVED,298.2,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007799,QBF007799,QBO0108808,late_delivery,2026-01-31T09:34:00,2026-02-01T07:36:00,APPROVED,121.83,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007800,QBF007800,QBO0019774,late_delivery,2026-02-06T20:20:00,2026-02-09T17:53:00,APPROVED,223.36,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007801,QBF007801,QBO0138392,missing_item,2026-03-02T16:34:00,2026-03-03T12:58:00,APPROVED,634.32,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007802,QBF007802,QBO0022880,missing_item,2026-02-13T09:10:00,2026-02-14T10:51:00,APPROVED,281.0,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007803,QBF007803,QBO0116932,service_quality,2026-01-07T20:15:00,2026-01-10T17:23:00,APPROVED,202.97,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007804,QBF007804,QBO0141470,service_quality,2026-01-24T22:34:00,2026-01-25T14:20:00,APPROVED,110.19,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007805,QBF007805,QBO0107888,late_delivery,2026-02-17T20:41:00,2026-02-20T16:44:00,REJECTED,131.04,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007806,QBF007806,QBO0093402,restaurant_cancelled,2026-03-17T14:02:00,2026-03-20T09:25:00,REJECTED,384.62,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007807,QBF007807,QBO0083956,late_delivery,2026-03-12T00:33:00,2026-03-12T20:01:00,REJECTED,210.9,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007808,QBF007808,QBO0003008,missing_item,2026-01-28T07:30:00,2026-01-29T15:26:00,APPROVED,160.33,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007809,QBF007809,QBO0148751,late_delivery,2026-03-07T05:41:00,2026-03-07T19:38:00,APPROVED,252.4,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007810,QBF007810,QBO0129078,order_cancelled,2026-01-06T17:58:00,2026-01-08T00:12:00,APPROVED,322.93,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007811,QBF007811,QBO0005492,late_delivery,2026-02-21T19:16:00,2026-02-23T16:45:00,APPROVED,139.56,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007812,QBF007812,QBO0044559,missing_item,2026-03-23T17:44:00,2026-03-24T22:56:00,APPROVED,112.49,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007813,QBF007813,QBO0003662,service_quality,2026-01-25T18:26:00,2026-01-25T22:09:00,APPROVED,117.84,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007814,QBF007814,QBO0115883,late_delivery,2026-02-09T14:00:00,2026-02-11T09:09:00,APPROVED,338.64,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007815,QBF007815,QBO0110628,missing_item,2026-01-19T22:21:00,2026-01-22T04:39:00,APPROVED,478.21,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007816,QBF007816,QBO0148300,late_delivery,2026-02-20T19:33:00,2026-02-22T17:03:00,APPROVED,137.71,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007817,QBF007817,QBO0069097,late_delivery,2026-01-30T23:09:00,2026-02-01T19:09:00,APPROVED,332.26,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007818,QBF007818,QBO0114610,late_delivery,2026-03-01T02:00:00,2026-03-03T11:23:00,APPROVED,135.22,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007819,QBF007819,QBO0042107,late_delivery,2026-01-14T10:20:00,2026-01-16T14:46:00,APPROVED,265.52,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007820,QBF007820,QBO0020991,missing_item,2026-03-20T08:32:00,2026-03-21T15:24:00,APPROVED,69.26,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007821,QBF007821,QBO0002947,missing_item,2026-01-11T08:45:00,2026-01-12T05:15:00,REJECTED,56.09,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007822,QBF007822,QBO0065240,service_quality,2026-02-10T02:17:00,2026-02-10T04:00:00,APPROVED,426.8,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007823,QBF007823,QBO0015972,missing_item,2026-03-27T19:34:00,,REQUESTED,155.4,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007824,QBF007824,QBO0106779,service_quality,2026-02-13T23:25:00,2026-02-16T15:25:00,APPROVED,182.51,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007825,QBF007825,QBO0098007,late_delivery,2026-02-23T22:24:00,2026-02-25T04:05:00,APPROVED,136.32,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007826,QBF007826,QBO0048278,missing_item,2026-02-20T14:08:00,2026-02-23T09:41:00,APPROVED,86.98,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007827,QBF007827,QBO0005124,missing_item,2026-01-23T09:08:00,2026-01-26T08:38:00,APPROVED,866.84,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007828,QBF007828,QBO0085897,service_quality,2026-03-27T02:15:00,2026-03-29T18:44:00,APPROVED,105.7,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007829,QBF007829,QBO0058624,service_quality,2026-01-04T11:32:00,2026-01-05T16:21:00,REJECTED,149.59,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007830,QBF007830,QBO0091181,late_delivery,2026-01-27T19:04:00,2026-01-30T02:14:00,APPROVED,105.55,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007831,QBF007831,QBO0015618,missing_item,2026-03-19T13:05:00,2026-03-22T06:22:00,APPROVED,189.97,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007832,QBF007832,QBO0020006,restaurant_cancelled,2026-01-09T06:33:00,2026-01-11T03:00:00,APPROVED,1071.07,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007833,QBF007833,QBO0056233,late_delivery,2026-02-20T06:12:00,2026-02-22T14:16:00,APPROVED,126.86,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007834,QBF007834,QBO0119641,late_delivery,2026-02-03T08:39:00,2026-02-04T05:23:00,APPROVED,420.8,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007835,QBF007835,QBO0016177,late_delivery,2026-02-14T16:58:00,2026-02-14T17:22:00,APPROVED,84.91,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007836,QBF007836,QBO0006420,late_delivery,2026-03-21T21:12:00,2026-03-21T23:31:00,APPROVED,173.78,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007837,QBF007837,QBO0053424,late_delivery,2026-01-07T03:22:00,2026-01-09T07:56:00,APPROVED,57.54,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007838,QBF007838,QBO0063156,missing_item,2026-03-06T16:34:00,2026-03-08T19:31:00,APPROVED,60.04,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007839,QBF007839,QBO0103944,late_delivery,2026-01-10T08:50:00,,REQUESTED,376.66,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007840,QBF007840,QBO0088679,missing_item,2026-03-10T16:47:00,2026-03-13T05:17:00,APPROVED,195.88,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007841,QBF007841,QBO0149572,service_quality,2026-03-14T09:05:00,2026-03-16T06:37:00,APPROVED,284.44,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007842,QBF007842,QBO0052512,late_delivery,2026-01-14T12:21:00,2026-01-16T07:22:00,APPROVED,122.2,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007843,QBF007843,QBO0001142,late_delivery,2026-01-10T15:58:00,2026-01-11T22:39:00,APPROVED,445.02,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007844,QBF007844,QBO0112302,late_delivery,2026-01-26T23:03:00,2026-01-29T12:24:00,REJECTED,93.27,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007845,QBF007845,QBO0126803,service_quality,2026-02-07T15:51:00,2026-02-10T10:01:00,APPROVED,292.83,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007846,QBF007846,QBO0140853,late_delivery,2026-01-16T07:56:00,2026-01-19T01:29:00,APPROVED,513.26,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007847,QBF007847,QBO0003654,service_quality,2026-02-05T14:19:00,2026-02-08T05:20:00,APPROVED,194.8,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007848,QBF007848,QBO0138216,missing_item,2026-01-02T10:46:00,2026-01-05T07:19:00,APPROVED,38.88,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007849,QBF007849,QBO0067326,restaurant_cancelled,2026-03-04T18:33:00,2026-03-06T13:42:00,APPROVED,246.01,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007850,QBF007850,QBO0096166,service_quality,2026-01-10T04:28:00,2026-01-11T04:17:00,APPROVED,157.57,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007851,QBF007851,QBO0047799,service_quality,2026-03-26T07:58:00,2026-03-27T18:25:00,APPROVED,291.49,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007852,QBF007852,QBO0002977,service_quality,2026-03-24T21:07:00,2026-03-25T23:27:00,APPROVED,72.56,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007853,QBF007853,QBO0139239,late_delivery,2026-01-29T02:58:00,2026-01-30T23:58:00,APPROVED,561.95,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007854,QBF007854,QBO0028891,order_cancelled,2026-03-01T15:26:00,2026-03-03T02:12:00,REJECTED,89.83,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007855,QBF007855,QBO0022069,late_delivery,2026-02-08T16:04:00,,REQUESTED,172.81,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007856,QBF007856,QBO0045755,missing_item,2026-01-23T21:52:00,,REQUESTED,270.06,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007857,QBF007857,QBO0016774,late_delivery,2026-03-29T13:06:00,2026-03-31T06:15:00,APPROVED,260.62,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007858,QBF007858,QBO0033687,order_cancelled,2026-02-22T05:23:00,2026-02-24T13:25:00,APPROVED,75.79,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007859,QBF007859,QBO0039112,service_quality,2026-03-04T14:18:00,2026-03-06T01:14:00,APPROVED,298.99,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007860,QBF007860,QBO0003164,service_quality,2026-01-01T20:26:00,2026-01-03T03:03:00,APPROVED,538.87,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007861,QBF007861,QBO0111458,service_quality,2026-02-23T09:05:00,2026-02-25T18:24:00,APPROVED,242.5,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007862,QBF007862,QBO0022141,service_quality,2026-02-01T03:12:00,2026-02-02T18:05:00,APPROVED,698.25,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007863,QBF007863,QBO0024783,service_quality,2026-02-22T21:00:00,2026-02-24T13:07:00,APPROVED,177.56,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007864,QBF007864,QBO0080132,late_delivery,2026-02-15T17:52:00,2026-02-15T22:07:00,APPROVED,488.02,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007865,QBF007865,QBO0066076,order_cancelled,2026-02-08T19:53:00,2026-02-10T09:43:00,APPROVED,161.87,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007866,QBF007866,QBO0088698,late_delivery,2026-01-28T11:05:00,2026-01-30T08:11:00,APPROVED,556.34,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007867,QBF007867,QBO0122107,service_quality,2026-01-10T05:53:00,2026-01-10T19:42:00,APPROVED,185.28,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007868,QBF007868,QBO0070318,missing_item,2026-02-25T09:38:00,,REQUESTED,171.08,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007869,QBF007869,QBO0047067,missing_item,2026-03-15T00:37:00,2026-03-17T03:31:00,APPROVED,158.3,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007870,QBF001915,QBO0021708,late_delivery,2026-01-04T02:50:00,2026-01-05T20:26:00,APPROVED,126.86,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007871,QBF007871,QBO0130139,service_quality,2026-02-17T04:57:00,2026-02-17T11:25:00,APPROVED,135.29,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007872,QBF007872,QBO0099254,service_quality,2026-02-03T06:28:00,2026-02-05T00:24:00,APPROVED,134.61,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007873,QBF007873,QBO0102574,missing_item,2026-02-12T15:22:00,2026-02-14T03:39:00,REJECTED,215.46,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007874,QBF007874,QBO0050129,service_quality,2026-02-07T08:29:00,2026-02-09T01:51:00,APPROVED,128.72,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007875,QBF007875,QBO0021468,order_cancelled,2026-03-15T15:23:00,2026-03-17T19:00:00,REJECTED,286.72,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007876,QBF007876,QBO0093343,rider_unavailable,2026-01-04T01:22:00,2026-01-06T18:59:00,APPROVED,291.96,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007877,QBF007877,QBO0081740,service_quality,2026-01-04T20:14:00,2026-01-06T04:53:00,REJECTED,95.91,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007878,,QBO0134894,service_quality,2026-01-09T23:18:00,,REQUESTED,66.61,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007879,QBF007879,QBO0043533,order_cancelled,2026-02-27T03:32:00,2026-03-01T03:43:00,REJECTED,223.6,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007880,QBF007880,QBO0146651,late_delivery,2026-02-26T19:57:00,2026-02-27T16:45:00,APPROVED,388.86,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007881,QBF007881,QBO0147390,late_delivery,2026-02-03T14:59:00,2026-02-04T22:26:00,APPROVED,200.19,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007882,QBF007882,QBO0135304,missing_item,2026-01-04T07:11:00,2026-01-05T00:25:00,APPROVED,377.39,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007883,QBF007883,QBO0079086,service_quality,2026-03-14T08:43:00,2026-03-17T04:55:00,APPROVED,340.96,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007884,QBF007884,QBO0032707,late_delivery,2026-02-15T13:25:00,2026-02-17T11:17:00,APPROVED,161.09,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007885,QBF007885,QBO0109797,restaurant_cancelled,2026-03-02T06:49:00,2026-03-02T16:56:00,APPROVED,137.0,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007886,QBF007886,QBO0006698,service_quality,2026-01-25T14:28:00,2026-01-26T14:26:00,APPROVED,142.9,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007887,QBF007887,QBO0107928,missing_item,2026-01-30T06:23:00,2026-02-02T06:06:00,APPROVED,87.83,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007888,QBF007888,QBO0091373,service_quality,2026-03-06T05:36:00,2026-03-06T21:56:00,APPROVED,149.92,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007889,QBF007889,QBO0145760,service_quality,2026-01-11T20:59:00,2026-01-12T03:03:00,REJECTED,304.31,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007890,QBF007890,QBO0098238,missing_item,2026-02-25T03:52:00,2026-02-26T02:26:00,APPROVED,130.29,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007891,QBF007891,QBO0041576,missing_item,2026-01-20T18:04:00,2026-01-22T23:50:00,APPROVED,328.49,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007892,QBF007892,QBO0045164,missing_item,2026-02-13T11:50:00,2026-02-14T18:43:00,APPROVED,71.96,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007893,QBF007893,QBO0057178,order_cancelled,2026-02-20T17:13:00,2026-02-21T18:47:00,APPROVED,277.06,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007894,QBF007894,QBO0064318,service_quality,2026-01-21T04:10:00,2026-01-21T17:42:00,APPROVED,312.58,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007895,QBF007895,QBO0051009,missing_item,2026-03-16T19:24:00,2026-03-18T17:11:00,APPROVED,209.38,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007896,QBF007896,QBO0056033,order_cancelled,2026-01-19T21:57:00,,REQUESTED,166.43,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007897,QBF007897,QBO0054859,missing_item,2026-02-15T02:40:00,2026-02-18T02:05:00,REJECTED,315.87,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007898,QBF007898,QBO0131625,late_delivery,2026-03-27T20:48:00,2026-03-30T01:22:00,APPROVED,199.0,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007899,QBF007899,QBO0061535,restaurant_cancelled,2026-03-31T03:57:00,2026-04-01T13:37:00,APPROVED,281.77,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007900,QBF007900,QBO0141223,service_quality,2026-01-12T14:38:00,2026-01-14T02:38:00,APPROVED,472.49,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007901,QBF007901,QBO0141773,service_quality,2026-03-25T03:03:00,2026-03-25T06:58:00,APPROVED,999999.99,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC007902,QBF007902,QBO0060164,restaurant_cancelled,2026-02-09T07:17:00,2026-02-10T01:26:00,APPROVED,167.5,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007903,QBF007903,QBO0140378,missing_item,2026-03-07T21:03:00,2026-03-10T18:48:00,APPROVED,88.07,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007904,QBF007904,QBO0042892,order_cancelled,2026-01-03T11:48:00,2026-01-05T11:47:00,APPROVED,140.43,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007905,QBF007905,QBO0014374,service_quality,2026-03-02T17:38:00,2026-03-04T09:20:00,APPROVED,195.41,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007906,QBF007906,QBO0096508,late_delivery,2026-02-26T23:33:00,2026-02-28T23:40:00,APPROVED,262.7,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC007907,QBF007907,QBO0072026,late_delivery,2026-02-27T16:10:00,2026-02-27T16:29:00,APPROVED,117.98,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
