rider_id,home_city,service_zone,zone_group,vehicle_type,service_status,max_service_radius_km,shift_type,onboarding_date,record_updated_at
QBD01250,Hyderabad,HYD_KUKATPALLY,NORTH,BICYCLE,ACTIVE,10.7,FLEX,2021-07-23,2026-03-19T07:37:00
QBD01251,Pune,PUN_VIMAN_NAGAR,EAST,E_BIKE,ACTIVE,7.2,EVENING,2025-05-15,2026-03-04T03:17:00
QBD01252,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,4.8,MORNING,2023-01-17,2026-03-23T17:50:00
QBD01253,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,10.0,EVENING,2025-03-01,2026-03-24T18:08:00
QBD01254,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,7.4,EVENING,2022-09-22,2026-03-12T08:52:00
QBD01255,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,6.8,FLEX,2023-03-02,2026-03-15T09:03:00
QBD01256,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,5.1,FLEX,2020-04-21,2026-03-15T09:59:00
QBD01257,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,12.7,MORNING,2025-06-29,2026-03-11T13:13:00
QBD01258,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,8.2,MORNING,2025-05-09,2026-03-08T23:47:00
QBD01259,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,7.4,EVENING,2023-03-07,2026-03-06T02:26:00
QBD01260,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,TEMPORARILY_PAUSED,10.6,FLEX,2020-07-23,2026-03-06T05:19:00
QBD01261,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,4.7,MORNING,2020-04-20,2026-03-23T08:12:00
QBD01262,Hyderabad,HYD_HITECH_CITY,WEST,E_BIKE,ACTIVE,5.4,EVENING,2021-08-28,2026-03-09T18:35:00
QBD01263,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,9.2,FLEX,2025-08-16,2026-03-08T12:04:00
QBD01264,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,13.0,EVENING,2022-05-20,2026-03-18T21:45:00
QBD01265,Pune,PUN_HINJAWADI,WEST,E_BIKE,ACTIVE,7.4,FLEX,2025-07-27,2026-03-11T10:35:00
QBD01266,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,7.7,EVENING,2024-03-29,2026-03-29T06:12:00
QBD01267,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,ACTIVE,4.4,MORNING,2021-02-13,2026-03-14T07:25:00
QBD01268,Pune,PUN_HINJAWADI,WEST,E_BIKE,ACTIVE,5.2,EVENING,2023-04-04,2026-03-11T12:54:00
QBD01269,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,11.0,EVENING,2025-09-29,2026-03-30T20:13:00
QBD01270,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,9.5,EVENING,2023-11-15,2026-03-17T09:29:00
QBD01271,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,5.7,FLEX,2024-04-04,2026-03-25T14:53:00
QBD01272,Pune,PUN_KOTHRUD,WEST,E_BIKE,ACTIVE,11.8,FLEX,2021-09-13,2026-03-27T01:32:00
QBD01273,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,8.6,FLEX,2020-02-17,2026-03-19T03:03:00
QBD01274,Bengaluru,BLR_INDIRANAGAR,EAST,BICYCLE,ACTIVE,9.4,FLEX,2025-05-09,2026-03-31T18:15:00
QBD01275,Hyderabad,HYD_GACHIBOWLI,WEST,BICYCLE,ACTIVE,7.7,EVENING,2024-04-09,2026-03-04T19:35:00
QBD01276,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,13.0,EVENING,2020-04-18,2026-03-22T13:25:00
QBD01277,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,13.0,FLEX,2025-02-27,2026-03-13T04:15:00
QBD01278,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,8.0,FLEX,2024-09-11,2026-03-07T22:03:00
QBD01279,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,INACTIVE,7.1,EVENING,2023-04-24,2026-03-06T14:54:00
QBD01280,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,12.1,EVENING,2020-05-12,2026-03-25T13:14:00
QBD01281,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,4.9,MORNING,2021-08-25,2026-03-04T11:57:00
QBD01282,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,5.4,MORNING,2022-09-26,2026-03-29T05:10:00
QBD01283,Pune,PUN_BANER,NORTH,BICYCLE,ACTIVE,7.1,FLEX,2021-10-08,2026-03-15T01:09:00
QBD01284,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,12.9,EVENING,2020-07-19,2026-03-08T07:08:00
QBD01285,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,BICYCLE,TEMPORARILY_PAUSED,8.5,FLEX,2021-11-07,2026-03-09T07:21:00
QBD01286,Bengaluru,BLR_JAYANAGAR,SOUTH,BICYCLE,INACTIVE,4.1,FLEX,2025-08-31,2026-03-30T02:29:00
QBD01287,Hyderabad,HYD_KUKATPALLY,NORTH,E_BIKE,ACTIVE,12.2,FLEX,2020-05-20,2026-03-19T04:47:00
QBD01288,Pune,PUN_KOTHRUD,WEST,BICYCLE,ACTIVE,5.0,FLEX,2021-09-17,2026-03-31T01:09:00
QBD01289,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,ACTIVE,6.1,MORNING,2025-10-09,2026-03-06T12:14:00
QBD01290,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,11.8,EVENING,2025-07-12,2026-03-07T16:16:00
QBD01291,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,TEMPORARILY_PAUSED,8.0,MORNING,2021-07-04,2026-03-04T04:38:00
QBD01292,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,9.5,EVENING,2022-07-28,2026-03-06T23:58:00
QBD01293,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,4.8,EVENING,2020-02-10,2026-03-17T13:24:00
QBD01294,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,10.8,MORNING,2020-05-17,2026-03-09T17:53:00
QBD01295,Hyderabad,HYD_HITECH_CITY,WEST,E_BIKE,ACTIVE,11.0,FLEX,2025-10-13,2026-03-12T20:15:00
QBD01296,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,5.9,EVENING,2022-05-23,2026-03-03T02:25:00
QBD01297,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,8.4,FLEX,2024-09-28,2026-03-21T23:57:00
QBD01298,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,4.2,EVENING,2024-10-19,2026-03-29T13:57:00
QBD01299,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,12.3,FLEX,2024-01-28,2026-03-10T04:53:00
QBD01300,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,4.1,MORNING,2022-01-19,2026-03-07T16:56:00
QBD01301,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,4.1,FLEX,2021-01-19,2026-03-10T07:31:00
QBD01302,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,5.4,EVENING,2021-09-29,2026-03-16T06:02:00
QBD01303,Pune,PUN_HINJAWADI,WEST,E_BIKE,ACTIVE,10.4,MORNING,2022-01-27,2026-03-26T22:30:00
QBD01304,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,10.5,FLEX,2024-11-05,2026-03-30T20:26:00
QBD01305,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,8.7,EVENING,2022-07-22,2026-03-17T21:44:00
QBD01306,Bengaluru,BLR_KORAMANGALA,SOUTH,SCOOTER,ACTIVE,8.4,EVENING,2023-02-16,2026-03-09T05:18:00
QBD01307,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,11.0,EVENING,2023-11-20,2026-03-03T18:52:00
QBD01308,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,6.0,EVENING,2025-12-07,2026-03-13T05:30:00
QBD01309,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,6.0,FLEX,2024-08-30,2026-03-29T21:00:00
QBD01310,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,E_BIKE,ACTIVE,9.3,EVENING,2020-10-12,2026-03-15T11:35:00
QBD01311,Hyderabad,HYD_KUKATPALLY,NORTH,SCOOTER,TEMPORARILY_PAUSED,12.2,FLEX,2022-03-28,2026-03-28T07:39:00
QBD01312,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,10.7,EVENING,2022-10-10,2026-03-24T07:30:00
QBD01313,Hyderabad,HYD_KUKATPALLY,NORTH,E_BIKE,ACTIVE,6.7,MORNING,2025-08-16,2026-03-16T22:35:00
QBD01314,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,8.8,MORNING,2020-08-18,2026-03-23T14:29:00
QBD01315,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,5.3,EVENING,2023-03-21,2026-03-12T08:40:00
QBD01316,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,9.6,EVENING,2023-09-03,2026-03-13T02:09:00
QBD01317,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,12.7,MORNING,2024-04-25,2026-03-16T03:56:00
QBD01318,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,7.0,EVENING,2025-04-11,2026-03-12T11:39:00
QBD01319,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,4.8,MORNING,2024-10-11,2026-03-05T04:55:00
QBD01320,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,7.0,EVENING,2025-10-06,2026-03-26T09:47:00
QBD01321,Bengaluru,BLR_KORAMANGALA,SOUTH,BICYCLE,ACTIVE,6.8,MORNING,2022-01-05,2026-03-04T23:01:00
QBD01322,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,10.8,FLEX,2020-01-24,2026-03-21T14:48:00
QBD01323,Pune,PUN_KOTHRUD,WEST,BICYCLE,ACTIVE,9.2,FLEX,2024-02-28,2026-03-21T04:19:00
QBD01324,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,4.7,MORNING,2023-05-09,2026-03-07T00:39:00
QBD01325,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,6.1,FLEX,2021-07-09,2026-03-30T10:15:00
QBD01326,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,10.5,FLEX,2023-09-30,2026-03-09T16:48:00
QBD01327,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,10.0,FLEX,2020-06-19,2026-03-04T23:21:00
QBD01328,Hyderabad,HYD_HITECH_CITY,WEST,E_BIKE,ACTIVE,12.5,EVENING,2023-11-12,2026-03-19T20:16:00
QBD01329,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,5.1,EVENING,2020-02-20,2026-03-26T23:17:00
QBD01330,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,8.6,FLEX,2025-07-10,2026-03-25T11:22:00
QBD01331,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,12.1,EVENING,2023-03-20,2026-03-25T21:44:00
QBD01332,Bengaluru,BLR_WHITEFIELD,EAST,BICYCLE,ACTIVE,5.4,EVENING,2024-01-08,2026-03-23T00:41:00
QBD01333,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,10.5,MORNING,2023-07-12,2026-03-17T13:54:00
QBD01334,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,6.9,EVENING,2025-03-01,2026-03-04T23:18:00
QBD01335,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,11.4,FLEX,2025-10-14,2026-03-11T23:36:00
QBD01336,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,5.6,FLEX,2025-04-13,2026-03-10T22:00:00
QBD01337,Pune,PUN_HINJAWADI,WEST,BICYCLE,ACTIVE,9.3,MORNING,2024-04-18,2026-03-20T21:53:00
QBD01338,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,9.2,EVENING,2023-09-14,2026-03-13T08:45:00
QBD01339,Pune,PUN_KOTHRUD,WEST,SCOOTER,ACTIVE,4.2,FLEX,2023-03-04,2026-03-28T19:11:00
QBD01340,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,7.2,EVENING,2023-04-01,2026-03-03T18:02:00
QBD01341,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,5.1,MORNING,2022-05-09,2026-03-13T18:19:00
QBD01342,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,12.0,MORNING,2020-05-21,2026-03-07T05:03:00
QBD01343,Bengaluru,BLR_INDIRANAGAR,EAST,E_BIKE,ACTIVE,5.4,EVENING,2023-11-20,2026-03-25T12:00:00
QBD01344,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,5.4,FLEX,2022-05-03,2026-03-09T04:50:00
QBD01345,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,7.7,FLEX,2024-10-12,2026-03-24T02:31:00
QBD01346,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,6.8,MORNING,2022-10-03,2026-03-31T20:49:00
QBD01347,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,7.5,FLEX,2025-11-13,2026-03-02T15:21:00
QBD01348,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,12.1,FLEX,2022-10-08,2026-03-23T06:19:00
QBD01349,Pune,PUN_KOTHRUD,WEST,BICYCLE,ACTIVE,5.7,EVENING,2021-03-26,2026-03-20T08:17:00
QBD01350,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,TEMPORARILY_PAUSED,7.7,FLEX,2024-09-01,2026-03-03T07:12:00
QBD01351,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,5.5,FLEX,2021-03-08,2026-03-09T12:00:00
QBD01352,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,8.9,FLEX,2025-12-15,2026-03-23T03:19:00
QBD01353,Pune,PUN_KOTHRUD,WEST,BICYCLE,INACTIVE,9.5,EVENING,2024-06-10,2026-03-30T14:14:00
QBD01354,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,5.7,FLEX,2022-11-30,2026-03-03T22:19:00
QBD01355,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,4.2,FLEX,2023-02-02,2026-03-06T10:55:00
QBD01356,Pune,PUN_VIMAN_NAGAR,EAST,E_BIKE,ACTIVE,7.8,EVENING,2025-05-30,2026-03-29T07:37:00
QBD01357,Pune,PUN_VIMAN_NAGAR,EAST,BICYCLE,ACTIVE,10.2,FLEX,2024-11-04,2026-03-31T20:24:00
QBD01358,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,5.8,MORNING,2020-06-15,2026-03-29T02:14:00
QBD01359,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,12.1,FLEX,2022-10-01,2026-03-30T17:59:00
QBD01360,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,6.1,EVENING,2024-12-25,2026-03-03T11:41:00
QBD01361,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,7.5,FLEX,2024-02-15,2026-03-09T06:21:00
QBD01362,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,10.8,MORNING,2022-10-21,2026-03-08T09:13:00
QBD01363,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,ACTIVE,8.7,FLEX,2021-11-06,2026-03-19T21:30:00
QBD01364,Hyderabad,HYD_HITECH_CITY,WEST,E_BIKE,INACTIVE,7.5,EVENING,2021-02-04,2026-03-11T15:48:00
QBD01365,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,4.6,EVENING,2020-10-08,2026-03-28T03:55:00
QBD01366,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,TEMPORARILY_PAUSED,11.0,FLEX,2021-08-30,2026-03-07T23:50:00
QBD01367,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,4.1,EVENING,2022-03-07,2026-03-14T14:38:00
QBD01368,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,8.2,EVENING,2021-04-28,2026-03-14T14:32:00
QBD01369,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,10.8,EVENING,2024-04-26,2026-03-07T13:20:00
QBD01370,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,10.8,FLEX,2023-09-19,2026-03-14T13:10:00
QBD01371,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,7.5,EVENING,2021-07-19,2026-03-02T10:58:00
QBD01372,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,ACTIVE,9.6,FLEX,2022-01-10,2026-03-03T02:13:00
QBD01373,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,11.7,MORNING,2021-08-11,2026-03-19T20:24:00
QBD01374,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,8.1,MORNING,2023-11-05,2026-03-06T13:22:00
QBD01375,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,10.4,EVENING,2024-05-19,2026-03-25T14:30:00
QBD01376,Pune,PUN_BANER,NORTH,E_BIKE,ACTIVE,5.9,MORNING,2021-11-12,2026-03-31T22:18:00
QBD01377,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,8.6,EVENING,2022-01-16,2026-03-24T16:23:00
QBD01378,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,12.4,EVENING,2021-08-10,2026-03-29T02:56:00
QBD01379,Hyderabad,HYD_HITECH_CITY,WEST,E_BIKE,ACTIVE,11.5,FLEX,2020-01-14,2026-03-28T08:32:00
QBD01380,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,7.9,FLEX,2025-07-31,2026-03-08T02:46:00
QBD01381,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,11.4,EVENING,2025-06-20,2026-03-16T01:31:00
QBD01382,Pune,PUN_HINJAWADI,WEST,E_BIKE,ACTIVE,7.6,FLEX,2020-05-30,2026-03-14T10:42:00
QBD01383,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,11.1,EVENING,2025-03-26,2026-03-08T20:56:00
QBD01384,Pune,PUN_HINJAWADI,WEST,BICYCLE,TEMPORARILY_PAUSED,8.5,MORNING,2025-02-03,2026-03-23T04:16:00
QBD01385,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,4.4,FLEX,2023-08-26,2026-03-16T14:02:00
QBD01386,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,TEMPORARILY_PAUSED,6.4,EVENING,2024-12-13,2026-03-24T04:02:00
QBD01387,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,4.1,EVENING,2022-05-21,2026-03-15T11:30:00
QBD01388,Hyderabad,HYD_HITECH_CITY,WEST,E_BIKE,ACTIVE,6.4,FLEX,2024-11-09,2026-03-16T02:51:00
QBD01389,Hyderabad,HYD_HITECH_CITY,WEST,BICYCLE,ACTIVE,7.7,EVENING,2024-03-31,2026-03-29T02:10:00
QBD01390,Bengaluru,BLR_INDIRANAGAR,EAST,E_BIKE,ACTIVE,12.1,FLEX,2022-03-27,2026-03-17T04:23:00
QBD01391,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,8.6,FLEX,2023-05-16,2026-03-13T04:36:00
QBD01392,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,8.8,MORNING,2025-12-14,2026-03-30T13:33:00
QBD01393,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,10.7,MORNING,2024-08-28,2026-03-14T08:26:00
QBD01394,Hyderabad,HYD_KUKATPALLY,NORTH,BICYCLE,ACTIVE,9.9,EVENING,2022-06-10,2026-03-24T07:54:00
QBD01395,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,10.6,FLEX,2023-01-04,2026-03-07T17:55:00
QBD01396,Bengaluru,BLR_INDIRANAGAR,EAST,E_BIKE,ACTIVE,9.9,EVENING,2020-04-21,2026-03-13T12:52:00
QBD01397,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,4.4,EVENING,2023-05-02,2026-03-29T19:07:00
QBD01398,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,5.1,MORNING,2023-04-07,2026-03-16T06:06:00
QBD01399,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,9.4,EVENING,2025-09-14,2026-03-10T14:36:00
QBD01400,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,INACTIVE,5.1,FLEX,2025-10-04,2026-03-04T03:10:00
QBD01401,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,9.5,FLEX,2023-04-16,2026-03-08T01:07:00
QBD01402,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,4.5,EVENING,2023-11-26,2026-03-31T22:54:00
QBD01403,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,11.9,FLEX,2024-12-11,2026-03-16T08:43:00
QBD01404,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,6.1,MORNING,2022-10-04,2026-03-27T19:12:00
QBD01405,Pune,PUN_KOTHRUD,WEST,BICYCLE,INACTIVE,6.4,FLEX,2024-02-15,2026-03-06T06:34:00
QBD01406,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,7.2,EVENING,2022-02-27,2026-03-14T05:39:00
QBD01407,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,E_BIKE,ACTIVE,7.6,FLEX,2022-10-10,2026-03-08T11:14:00
QBD01408,Pune,PUN_BANER,NORTH,BICYCLE,ACTIVE,8.8,FLEX,2021-10-09,2026-03-05T12:47:00
QBD01409,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,TEMPORARILY_PAUSED,12.6,MORNING,2025-03-05,2026-03-20T09:13:00
QBD01410,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,5.2,EVENING,2021-10-22,2026-03-24T13:43:00
QBD01411,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,7.2,EVENING,2023-05-17,2026-03-13T21:00:00
QBD01412,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,10.7,FLEX,2021-03-09,2026-03-19T16:51:00
QBD01413,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,10.2,EVENING,2022-09-19,2026-03-14T12:26:00
QBD01414,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,7.2,FLEX,2020-10-27,2026-03-09T22:00:00
QBD01415,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,12.5,EVENING,2025-09-03,2026-03-29T19:48:00
QBD01416,Bengaluru,BLR_INDIRANAGAR,EAST,E_BIKE,ACTIVE,11.2,FLEX,2025-09-30,2026-03-09T13:52:00
QBD01417,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,12.5,MORNING,2022-04-18,2026-03-17T19:20:00
QBD01418,Hyderabad,HYD_KUKATPALLY,NORTH,SCOOTER,ACTIVE,5.8,FLEX,2020-01-17,2026-03-25T20:16:00
QBD01419,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,4.5,FLEX,2023-03-14,2026-03-19T07:23:00
QBD01420,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,7.5,FLEX,2020-07-12,2026-03-22T05:04:00
QBD01421,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,9.2,MORNING,2020-02-03,2026-03-06T08:57:00
QBD01422,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,9.1,EVENING,2023-10-09,2026-03-26T02:47:00
QBD01423,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,12.0,EVENING,2020-08-28,2026-03-11T08:01:00
QBD01424,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,8.2,FLEX,2021-03-09,2026-03-09T07:09:00
QBD01425,Hyderabad,HYD_KUKATPALLY,NORTH,E_BIKE,ACTIVE,10.3,EVENING,2024-09-11,2026-03-14T05:03:00
QBD01426,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,11.0,EVENING,2023-05-03,2026-03-22T21:12:00
QBD01427,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,9.7,FLEX,2023-08-16,2026-03-16T21:29:00
QBD01428,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,11.5,MORNING,2024-06-19,2026-03-27T10:03:00
QBD01429,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,TEMPORARILY_PAUSED,8.1,FLEX,2021-04-29,2026-03-12T18:02:00
QBD01430,Bengaluru,BLR_JAYANAGAR,SOUTH,E_BIKE,ACTIVE,9.0,FLEX,2025-10-13,2026-03-18T03:54:00
QBD01431,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,8.5,FLEX,2021-10-19,2026-03-26T22:23:00
QBD01432,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,5.0,FLEX,2024-08-23,2026-03-29T12:02:00
QBD01433,Bengaluru,BLR_KORAMANGALA,SOUTH,BICYCLE,INACTIVE,5.1,FLEX,2022-11-08,2026-03-17T23:05:00
QBD01434,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,11.6,EVENING,2022-12-27,2026-03-08T13:35:00
QBD01435,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,9.2,EVENING,2024-01-14,2026-03-20T07:02:00
QBD01436,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,5.2,MORNING,2024-12-30,2026-03-08T22:35:00
QBD01437,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,5.0,FLEX,2021-04-24,2026-03-12T08:59:00
